Region,Country,Prefix,Rate/minute,Our price
South Asia,Afghanistan,93,0.33564,0.51
South East Europe,Albania (AMC),35588722,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35588750,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35588770,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35588790,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589140,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589164,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589192,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589224,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589280,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589324,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589422,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589480,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589524,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589562,0.30555,0.46,,,,,,,
South East Europe,Albania (AMC),35589590,0.30555,0.46,,,,,,,
South East Europe,Albania (Mobile A) Eagle,35567,0.70352,1.06,,,,,,,
South East Europe,Albania (Mobile B) AMC,35568,0.64972,0.98,,,,,,,
South East Europe,Albania (Mobile C) Vodafone,35569,0.63444,0.96,,,,,,,
South East Europe,Albania (Mobile D) Plus,35566,0.5238,0.79,,,,,,,
South East Europe,Albania (Olo Group),3554249,0.28064,0.43,,,,,,,
South East Europe,Albania (Olo Group),3554250,0.28064,0.43,,,,,,,
South East Europe,Albania (Olo Group),3554251,0.28064,0.43,,,,,,,
South East Europe,Albania (Olo Group),3554252,0.28064,0.43,,,,,,,
South East Europe,Albania (Tirana),355420,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),355421,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),355422,0.25084,0.38,,,,,,,
South East Europe,Albania (Tirana),355423,0.25084,0.38,,,,,,,
South East Europe,Albania (Tirana),355426,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),355427,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),355428,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),355429,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554240,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554241,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554242,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554243,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554244,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554245,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554246,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554247,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554248,0.25116,0.38,,,,,,,
South East Europe,Albania (Tirana),3554253,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554254,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554255,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554256,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554257,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554258,0.2534,0.39,,,,,,,
South East Europe,Albania (Tirana),3554259,0.2534,0.39,,,,,,,
Northern Africa,Algeria,213,0.19783,0.30,,,,,,,
Northern Africa,Algeria (Mobile A) Wataniya,2135,0.92002,1.39,,,,,,,
Northern Africa,Algeria (Mobile B),2136,1.0284,1.55,,,,,,,
Northern Africa,Algeria (Mobile C) Orascom,2137,1.0284,1.55,,,,,,,
Northern Africa,Algeria (VSAT),213961,0.5999,0.90,,,,,,,
South West Europe,Andorra,376,0.039,0.06,,,,,,,
South West Europe,Andorra (Mobile A),3764,0.1881,0.29,,,,,,,
South West Europe,Andorra (Mobile A),3763,0.29834,0.45,,,,,,,
South West Europe,Andorra (Mobile A),3765,0.06839,0.11,,,,,,,
South West Europe,Andorra (Mobile A),3766,0.3057,0.46,,,,,,,
Southern Africa,Angola,244,0.08871,0.14,,,,,,,
Southern Africa,Angola (Mobile A),24492,0.25224,0.38,,,,,,,
Southern Africa,Angola (Mobile A),24493,0.2522,0.38,,,,,,,
Southern Africa,Angola (Mobile A),24494,0.25224,0.38,,,,,,,
Southern Africa,Angola (Mobile B) Movicel,24491,0.194,0.30,,,,,,,
Southern Africa,Angola (Mobile B) Movicel,24499,0.194,0.30,,,,,,,
West Indies,Anguilla,1264,0.316,0.48,,,,,,,
West Indies,Anguilla (Mobile A) Digicel,1264581,0.3832,0.58,,,,,,,
West Indies,Anguilla (Mobile A) Digicel,1264582,0.3832,0.58,,,,,,,
West Indies,Anguilla (Mobile A) Digicel,1264583,0.3832,0.58,,,,,,,
West Indies,Anguilla (Mobile A) Digicel,1264584,0.3832,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264235,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264469,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264476,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264536,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264537,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264538,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264539,0.38364,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264543,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264724,0.31676,0.48,,,,,,,
West Indies,Anguilla (Mobile B),1264729,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264772,0.38056,0.58,,,,,,,
West Indies,Anguilla (Mobile B),1264773,0.31676,0.48,37444,,,,,,
Antarctica,Antarctica (Casey),67212,2.8571,4.29,,,,,,,
Antarctica,Antarctica (Scott),67224,2.8571,4.29,,,,,,,
West Indies,Antigua & Barbuda,1268,0.3164,0.48,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268720,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268721,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268722,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268724,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268725,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268726,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268732,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268734,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268736,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268783,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268785,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile A) Digicel,1268788,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268764,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268464,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268716,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268717,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268718,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268719,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268723,0.34336,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268727,0.34336,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268728,0.34336,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268729,0.34336,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268762,0.33696,0.51,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268770,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268771,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268772,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268773,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268774,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268775,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268776,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268778,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268779,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268780,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268781,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268782,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268784,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268786,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268787,0.34632,0.52,,,,,,,
West Indies,Antigua & Barbuda (Mobile B),1268789,0.34632,0.52,,,,,,,
South America,Argentina,54,0.03216,0.05,,,,,,,
South America,Argentina (Buenos Aires),5411,0.01019,0.02,,,,,,,
South America,Argentina (Corredores),54261,0.02328,0.04,,,,,,,
South America,Argentina (Corredores),54351,0.01319,0.02,,,,,,,
South America,Argentina (Corredores),54221,0.01319,0.02,,,,,,,
South America,Argentina (Corredores),54223,0.02328,0.04,,,,,,,
South America,Argentina (Corredores),54230,0.04357,0.07,,,,,,,
South America,Argentina (Corredores),54232,0.0305,0.05,,,,,,,
South America,Argentina (Corredores),54341,0.02328,0.04,,,,,,,
South America,Argentina (Corredores),54353,0.04357,0.07,,,,,,,
South America,Argentina (Corredores),54358,0.03783,0.06,,,,,,,
South America,Argentina (Corredores),543874,0.03783,0.06,,,,,,,
South America,Argentina (Mobile A),549,0.1859,0.28,,,,,,,
South America,Argentina (Special),54100,0.046,0.07,,,,,,,
South West Asia,Armenia,374,0.28684,0.44,,,,,,,
South West Asia,Armenia (Mobile A),37441,0.36141,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37494,0.3576,0.54,,,,,,,
South West Asia,Armenia (Mobile A),37495,0.36141,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37443,0.36556,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37493,0.3576,0.54,,,,,,,
South West Asia,Armenia (Mobile A),37498,0.3576,0.54,,,,,,,
South West Asia,Armenia (Mobile A),37444,0.34298,0.52,,,,,,,
South West Asia,Armenia (Mobile A),37449,0.3576,0.54,,,,,,,
South West Asia,Armenia (Mobile A),37455,0.36141,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37477,0.3576,0.54,,,,,,,
South West Asia,Armenia (Mobile A),37488,0.32606,0.49,,,,,,,
South West Asia,Armenia (Mobile A),37491,0.36556,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37496,0.36556,0.55,,,,,,,
South West Asia,Armenia (Mobile A),37499,0.36556,0.55,,,,,,,
South West Asia,Armenia (Mobile B) Karabakh,37447,0.20855,0.32,,,,,,,
South West Asia,Armenia (Mobile B) Karabakh,37497,0.291,0.44,,,,,,,
South West Asia,Armenia (Premium Service),37460,0.29529,0.45,,,,,,,
South West Asia,Armenia (Yerevan),37410,0.28524,0.43,,,,,,,
South West Asia,Armenia (Yerevan),37411,0.29096,0.44,,,,,,,
West Indies,Aruba,297,0.1358,0.21,,,,,,,
West Indies,Aruba (Mobile A) Digicel,29773,0.32,0.48,,,,,,,
West Indies,Aruba (Mobile A) Digicel,29774,0.32,0.48,,,,,,,
West Indies,Aruba (Mobile A) Digicel,29763,0.27186,0.41,,,,,,,
West Indies,Aruba (Mobile A) Digicel,29764,0.27186,0.41,,,,,,,
West Indies,Aruba (Mobile A) Digicel,297623,0.1358,0.21,,,,,,,
West Indies,Aruba (Mobile A) Digicel,297624,0.1358,0.21,,,,,,,
West Indies,Aruba (Mobile B) Setar,29759,0.32496,0.49,,,,,,,
West Indies,Aruba (Mobile B) Setar,29756,0.32496,0.49,,,,,,,
West Indies,Aruba (Mobile B) Setar,29766,0.32496,0.49,,,,,,,
West Indies,Aruba (Mobile B) Setar,29769,0.32496,0.49,,,,,,,
West Indies,Aruba (Mobile B) Setar,29796,0.20434,0.31,,,,,,,
West Indies,Aruba (Mobile B) Setar,29799,0.32496,0.49,,,,,,,
West Indies,Aruba (Mobile C) Mio,297600,0.273,0.41,,,,,,,
West Indies,Aruba (Mobile C) Mio,297622,0.273,0.41,,,,,,,
Other,Ascension Island,247,3.08243,4.63,,,,,,,
Pacific,Australia,61,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6139,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6129,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6127,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6173,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6138,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61882,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61883,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),6128,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61893,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61261,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61863,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61864,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61262,0.02086,0.04,,,,,,,
Pacific,Australia (Metro),61865,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61861,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61881,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61860,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61894,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61862,0.01773,0.03,,,,,,,
Pacific,Australia (Metro),61870,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61251,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61721,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61871,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61872,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61873,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61874,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61884,0.01669,0.03,,,,,,,
Pacific,Australia (Metro),61892,0.01773,0.03,,,,,,,
Pacific,Australia (Mobile A),61469,0.0483,0.08,,,,,,,
Pacific,Australia (Mobile A),61470,0.0483,0.08,,,,,,,
Pacific,Australia (Mobile A),611470,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611472,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611473,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611474,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611475,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611476,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611477,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611478,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),611479,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),614888,0.0483,0.08,,,,,,,
Pacific,Australia (Mobile A),6114331,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile A),6142001,0.0552,0.09,,,,,,,
Pacific,Australia (Mobile A),6142010,0.0552,0.09,,,,,,,
Pacific,Australia (Mobile B) Satellite,6159,0.0349,0.06,,,,,,,
Pacific,Australia (Mobile B) Satellite,611451,0.03674,0.06,,,,,,,
Pacific,Australia (Mobile B) Satellite,611452,0.03674,0.06,,,,,,,
Pacific,Australia (Mobile B) Satellite,611453,0.03674,0.06,,,,,,,
Pacific,Australia (Mobile B) Satellite,611471,0.03214,0.05,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61410,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61424,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61415,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61426,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61450,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61406,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61405,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61414,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61416,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61449,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61451,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61404,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614209,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614207,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,61452,0.0432,0.07,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614202,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614203,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614204,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614205,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614206,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile C) Vodafone,614208,0.04937,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61411,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61413,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61423,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61412,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61402,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61401,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61478,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61432,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61421,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61422,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61403,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61435,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614684,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61431,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61434,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61466,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61481,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614688,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614790,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614686,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,61482,0.05714,0.09,,,,,,,
Pacific,Australia (Mobile D) Optus,614683,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614685,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614687,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614689,0.05,0.08,,,,,,,
Pacific,Australia (Mobile D) Optus,614791,0.05,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61419,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61418,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61417,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61407,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61400,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61408,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61428,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61427,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61409,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614883,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61438,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61448,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61439,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,614882,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61429,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61437,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,614884,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61477,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61499,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614887,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61467,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61476,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61447,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61490,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61487,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61498,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61436,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61455,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61456,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61459,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61457,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61458,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61472,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61473,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61474,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61475,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61484,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,61489,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,61497,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,614444,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614880,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614881,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614885,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614886,0.0477,0.08,,,,,,,
Pacific,Australia (Mobile E) Reach,614889,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614910,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614911,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614912,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614913,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile E) Reach,614914,0.05451,0.09,,,,,,,
Pacific,Australia (Mobile F) Hutchison,61433,0.05,0.08,,,,,,,
Pacific,Australia (Mobile F) Hutchison,61425,0.05,0.08,,,,,,,
Pacific,Australia (Mobile F) Hutchison,61430,0.05,0.08,,,,,,,
